,streaming,clio,wc_holdings,discard,title,bib_id,oclc_num,format,author,holdings_sup,bib_sup,tag_965,lp,historic_circs,comments,reserve_past_few,location,clio_y_n,num_libs
6500,,,,,Siï¸ uï¸¡ita ; Kedr i palÊ¹ma ; Bylina [sound recording] = Suite ; Cedar and palm ; Bylina / V. Kalinnikov. ,2252262,26231046,MUSICAL SOUND RECORDING,"Kalinnikov, VasiliiÌ, 1866-1901. ",Y,N,,,,,,bsr,y,24
6501,,,,,"SkaÌrgaÌrdssaÌgen, op. 20 ; Symphony no. 4 : FraÌn havsbandet, op. 39 [sound recording] / Hugo AlfveÌn. ",1982020,26149092,MUSICAL SOUND RECORDING,"AlfveÌn, Hugo, 1872-1960. ",Y,Y,,,,,,bsr,n,81
6502,,,,,Sky of cloudless sulphur ; After the butterfly [sound recording] / Morton Subotnick. ,287628,6779883,MUSICAL SOUND RECORDING,"Subotnick, Morton. ",Y,N,,,,,,bsr,y,111
6503,,,,,Slavonic dances [sound recording] : (complete) / AntoniÌn DvorÌaÌk. ,2122667,25184010,MUSICAL SOUND RECORDING,"DvorÌaÌk, AntoniÌn, 1841-1904. ",Y,Y,,,,,,bsr,n,6
6504,,,,,Slavonic dances [sound recording] : op. 46 & op. 72 / AntoniÌn DvorÌaÌk. ,1998629,42553376,MUSICAL SOUND RECORDING,"DvorÌaÌk, AntoniÌn, 1841-1904. ",Y,Y,,,,,,bsr,n,20
6505,,,,,Slavonic opera arias [sound recording] / Lucia Popp. ,2315458,20517177,MUSICAL SOUND RECORDING,"Popp, Lucia. ",Y,Y,,,,,,bsr,n,60
6506,,,,,Sleeping beauty [sound recording] / Tchaikovsky. ,2972360,34455496,MUSICAL SOUND RECORDING,"Tchaikovsky, Peter Ilich, 1840-1893. ",Y,Y,,,,,,bsr,y,7
6507,,,,,Sleeping beauty [sound recording] : extended highlights / Tchaikovsky. ,3247737,464109668,MUSICAL SOUND RECORDING,"Tchaikovsky, Peter Ilich, 1840-1893. ",Y,Y,,,,,,bsr,n,19
6508,,,,,Sleeping beauty [sound recording] : op. 66 / Peter I. Tchaikovsky. ,2100424,22152194,MUSICAL SOUND RECORDING,"Tchaikovsky, Peter Ilich, 1840-1893. ",Y,Y,,,,,,bsr,y,5
6509,,,,,Sly [sound recording] : oder die Legende vom wiedererweckten SchlaÌfer / Ermanno Wolf-Ferrari. ,1885505,503456221,MUSICAL SOUND RECORDING,"Wolf-Ferrari, Ermanno, 1876-1948. ",Y,Y,,,,,,bsr,n,1
6510,,,,,SneÌgourotchka [sound recording] / Rimski-Korsakov. ,1725066,25089219,MUSICAL SOUND RECORDING,"Rimsky-Korsakov, Nikolay, 1844-1908. ",Y,Y,,,,,,bsr,n,30
6511,,,,,SneÌgourotchka [sound recording] / Tchaikovski. ,2129793,29311242,MUSICAL SOUND RECORDING,"Tchaikovsky, Peter Ilich, 1840-1893. ",Y,Y,,,,,,bsr,n,22
6512,,,,,Sogno di Scipione [sound recording] : K. 126 / Mozart. ,1690776,24450171,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,n,185
6513,,,,,SoireÌe francÌ§aise [sound recording] ,2164910,16774106,MUSICAL SOUND RECORDING,"Ameling, Elly. ",Y,Y,,,,,,bsr,n,120
6514,,,,,SoireÌes musicales (after Rossini) [sound recording] ,2112987,38944913,MUSICAL SOUND RECORDING,"Rossini, Gioacchino, 1792-1868. ",Y,Y,,,,,,bsr,n,1
6515,,,,,SoireÌes musicales [sound recording] / Rossini. ,2127400,19698712,MUSICAL SOUND RECORDING,"Rossini, Gioacchino, 1792-1868. ",Y,Y,,,,,,bsr,n,98
6516,,,,,Soldaten [sound recording] / Bernd Alois Zimmermann. ,1050922,25460065,MUSICAL SOUND RECORDING,"Zimmermann, Bernd Alois, 1918-1970. ",Y,Y,,,,,,bsr,y,75
6517,,,,,"Solemn Overture [sound recording] : op. 7 ; Zelazowa Wola : op. 37 ; Hashish : op. 53 ; Polonaise, op. 16 ; Islamey / S. Lyapunov. ",2055342,27149564,MUSICAL SOUND RECORDING,"LiÍ¡apunov, S. M. (SergeiÌ MikhaiÌlovich), 1859-1924. ",Y,Y,,,,,,bsr,n,13
6518,,,,,Solitude standing [sound recording] / Suzanne Vega. ,9023076,15872933,MUSICAL SOUND RECORDING,"Vega, Suzanne. ",Y,Y,,,,,,bsr,n,265
6519,,,,,Solo Monk [sound recording] ,2992373,3080814,MUSICAL SOUND RECORDING,"Monk, Thelonious. ",Y,Y,,,,,,bsr,n,53
6520,,,,,"Solo cantatas [sound recording] / by Monteverdi, Vivaldi, Haydn, Rossini. ",2382213,24804037,MUSICAL SOUND RECORDING,"Berganza, Teresa. ",Y,Y,,,,,,bsr,n,20
6521,,,,,Solo piano [sound recording] / Philip Glass. ,834377,26399251,MUSICAL SOUND RECORDING,"Glass, Philip. ",Y,N,,,,,,bsr,y,273
6522,,,,,"Solo piano music, chamber music [sound recording] / BaÌrtok ; Variations on a nursery song, op. 25 / DohnaÌnyi. ",1982022,32209550,MUSICAL SOUND RECORDING,"BartoÌk, BeÌla, 1881-1945. ",N,Y,,,,,,bsr,n,40
6523,,,,,Solo piano works [sound recording] / Moritz Moszkowski. ,2526539,31637201,MUSICAL SOUND RECORDING,"Moszkowski, Moritz, 1854-1925. ",Y,Y,,,,,,bsr,n,24
6524,,,,,Solo piano works [sound recording] / Wolfgang Amadeus Mozart. ,8327020,73348092,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",N,Y,,,,,,bsr,n,12
6525,,,,,Solo works & works for piano duo [sound recording] / Schumann ; Liszt ; Brahms ; Ravel ; Tchaikovsky ; Rachmaninov. ,9496488,39682851,MUSICAL SOUND RECORDING,"Argerich, Martha, 1941- ",Y,Y,,,,,,bsr,n,20
6526,,,,,Solo works [sound recording] / Chopin ; Bach. ,7519133,39650937,MUSICAL SOUND RECORDING,"Argerich, Martha, 1941- ",Y,Y,,,,,,bsr,n,14
6527,,,,,Solomon [sound recording] ,1738016,30940788,MUSICAL SOUND RECORDING,"Solomon, 1902-1988. ",Y,Y,,,,,,bsr,n,16
6528,,,,,Solomon [sound recording] / George Frideric Handel. ,705573,13242028,MUSICAL SOUND RECORDING,"Handel, George Frideric, 1685-1759. ",Y,Y,,,,,,bsr,y,385
6529,,,,,Solomon [sound recording] : artist profile. ,2278544,37710632,MUSICAL SOUND RECORDING,"Solomon, 1902-1988. ",Y,Y,,,,,,bsr,n,24
6530,,,,,Solomon in Berlin [sound recording] / Solomon. ,2278566,36276971,MUSICAL SOUND RECORDING,"Solomon, 1902-1988. ",Y,Y,,,,,,bsr,n,18
6531,,,,,Solomon plays Brahms [sound recording]. ,1987397,32402627,MUSICAL SOUND RECORDING,"Brahms, Johannes, 1833-1897. ",Y,Y,,,,,,bsr,n,42
6532,,,,,Solomon plays Brahms [sound recording]. ,1987398,32643430,MUSICAL SOUND RECORDING,"Brahms, Johannes, 1833-1897. ",Y,Y,,,,,,bsr,n,36
6533,,,,,Solomon/Walter Gieseking [sound recording] ,2278567,23012650,MUSICAL SOUND RECORDING,"Tchaikovsky, Peter Ilich, 1840-1893. ",Y,Y,,,,,,bsr,n,11
6534,,,,,Sombrero de tres picos ; El amor brujo [sound recording] / Manuel de Falla. ,2262392,24497633,MUSICAL SOUND RECORDING,"Falla, Manuel de, 1876-1946. ",Y,Y,,,,,,bsr,n,19
6535,,,,,Sometimes (1976) [sound recording] ,129370,3474481,MUSICAL SOUND RECORDING,"Wilson, Olly, 1937- ",Y,N,,,,,,bsr,y,43
6536,,,,,Sometimes (1976) [sound recording] ,129370,3474481,MUSICAL SOUND RECORDING,"Wilson, Olly, 1937- ",Y,N,,,,,,bsr,y,43
6537,,,,,Son-nova 1988. [sound recording] [Electronic music] ,2059342,4280251,MUSICAL SOUND RECORDING,,Y,N,rcp3288,,,,,bsr,y,
6538,,,,,"Sonata A-dur, KV 331 ; Sonate C-dur KV 330 [sound recording] ",3000163,505157453,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,n,1
6539,,,,,"Sonata EspanÌola, op. 53 [sound recording] / EsplaÌ. ",2009291,37911386,MUSICAL SOUND RECORDING,"EsplaÌ, Oscar. ",Y,Y,,,,,,bsr,n,3
6540,,,,,"Sonata for 2 pianos in D : K. 448 / Mozart. Andante and variations for 2 piano, 2 cellos and horn ; Etude in the form of a canon, op. 56, no. 4 / Schumann [sound recording] ",2057582,17637276,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,N,rcp3183,,,,,bsr,y,54
6541,,,,,"Sonata for 2 pianos in D major, [sound recording] / Mozart. Fantasia for piano, 4 hands, in F minor, D 940 / Schubert. ",8672325,53437696,MUSICAL SOUND RECORDING,"Perahia, Murray. ",Y,Y,,,,,,bsr,n,55
6542,,,,,"Sonata for cello & piano, op. 19 [sound recording] = Sonate fuÌr Violoncello und Klavier ; Vocalise, op. 34, no. 14 / Rachmaninov. ",6898432,15493060,MUSICAL SOUND RECORDING,"Rachmaninoff, Sergei, 1873-1943. ",Y,Y,,,,,,bsr,n,74
6543,,,,,Sonata for clarinet and piano ; Sonata for oboe and piano ; Aubade : choreographic poem for piano & 18 instruments [sound recording] / Francis Poulenc. ,519932,29285017,MUSICAL SOUND RECORDING,"Poulenc, Francis, 1899-1963. ",Y,Y,,,,,,bsr,y,147
6544,,,,,Sonata for flute and piano [sound recording]. ,287469,2904261,MUSICAL SOUND RECORDING,"Poulenc, Francis, 1899-1963. ",Y,Y,,,,,,bsr,n,35
6545,,,,,Sonata for flute and piano [sound recording]. ,287469,2904261,MUSICAL SOUND RECORDING,"Poulenc, Francis, 1899-1963. ",Y,Y,,,,,,bsr,n,35
6546,,,,,"Sonata for flute, oboe, cello and harpsichord [sound recording] / Elliott Carter. String quartet no. 1 / Harold Shapero. ",1611363,12776414,MUSICAL SOUND RECORDING,"Carter, Elliott, 1908- ",Y,Y,,,,,,bsr,y,52
6547,,,,,"Sonata for flute, oboe, cello, and harpsichord (1952). [sound recording] Sonata for cello and piano (1948). ",2060928,2904084,MUSICAL SOUND RECORDING,"Carter, Elliott, 1908-2012. ",Y,N,rcp3165,,,,,bsr,y,205
6548,,,,,Sonata for oboe and piano [sound recording]. ,287482,5184558,MUSICAL SOUND RECORDING,"Hindemith, Paul, 1895-1963. ",Y,Y,,,,,,bsr,n,7
6549,,,,,"Sonata for piano and percussion (1952) [sound recording] ; Concertino da camera : for piano, flute, clarinet and bassoon / Peggy Glanville-Hicks. Variations and epilogue : for 'cello and piano / Nikolai Lopatnikoff. ",2062110,30989427,MUSICAL SOUND RECORDING,"Glanville-Hicks, Peggy. ",Y,N,rcp3183,,,,,bsr,y,47
6550,,,,,"Sonata for solo 'cello, opus 54 [sound recording] ",199867,3829330,MUSICAL SOUND RECORDING,"Persichetti, Vincent, 1915-1987. ",Y,Y,,,,,,bsr,n,16
6551,,,,,Sonata for two pianos and percussion ; Piano concerto no. 1 ; Piano concerto no. 2 ; Piano concerto no. 3 [sound recording] / BartoÌk. ,1734349,34643110,MUSICAL SOUND RECORDING,"BartoÌk, BeÌla, 1881-1945. ",Y,Y,,,,,,bsr,n,
6552,,,,,Sonata for two pianos and percussion ; Piano concerto no. 1 [sound recording] / BartoÌk. ,2097693,78009766,MUSICAL SOUND RECORDING,"BartoÌk, BeÌla, 1881-1945. ",Y,Y,,,,,,bsr,n,
6553,,,,,"Sonata for two pianos and percussion [sound recording] / BeÌla BartoÌk. Variations on a theme by Joseph Haydn for two pianos, op 56b / Johannes Brahms. ",1960977,56227942,MUSICAL SOUND RECORDING,"BartoÌk, BeÌla, 1881-1945. ",Y,Y,,,,,,bsr,y,10
6554,,,,,"Sonata for violin & piano no. 2 in E minor [sound recording] ; Concerto for violin & orchestra, op. 35a / Ferruccio Busoni. ",1975039,503234926,MUSICAL SOUND RECORDING,"Busoni, Ferruccio, 1866-1924. ",Y,Y,,,,,,bsr,n,7
6555,,,,,"Sonata for violin and piano / Roy Harris. Quartet for piano and strings : (Syracuse, September 3, 1947) / Robert Palmer [sound recording] ",1666765,20790198,MUSICAL SOUND RECORDING,"Harris, Roy, 1898-1979. ",Y,N,,,,,,bsr,y,67
6556,,,,,Sonata for violin and piano / Ruth Crawford Seeger. Sonata for violin and piano / Irving Fine [sound recording]. ,519798,228677059,MUSICAL SOUND RECORDING,"Seeger, Ruth Crawford, 1901-1953. ",Y,N,,,,,,bsr,y,3
6557,,,,,"Sonata for violin and piano ; Quartet for violin, viola, cello and piano [sound recording] / Sir William Walton. ",1810736,26890097,MUSICAL SOUND RECORDING,"Walton, William, 1902-1983. ",Y,Y,,,,,,bsr,n,49
6558,,,,,"Sonata for violin and piano ; Tzigane, rapsodie de concert ; Kaddisch, prayer for the dead, arr. L. Garban ; PieÌce en forme de habanera ; Berceuse [sur le nom de Gabriel FaureÌ] [sound recording]/ M. Ravel. ",1677535,9245935,MUSICAL SOUND RECORDING,"Ravel, Maurice, 1875-1937. ",Y,N,RECONanx2,,,,,bsr,y,98
6559,,,,,"Sonata for violin and piano [sound recording] / John Corigliano, Jr. Concerto for cello / Gerald Strang. ",3015292,7264686,MUSICAL SOUND RECORDING,"Corigliano, John, 1938- ",Y,Y,,,,,,bsr,y,95
6560,,,,,"Sonata for violin and piano [sound recording] / Ravel. Sonata no. 3 in E for violin and piano / Hindemith. Sonata for violin solo, op. 115 ; Five melodies for violin and piano op. 35a / Prokofiev. ",2056748,20339913,MUSICAL SOUND RECORDING,"Ravel, Maurice, 1875-1937. ",Y,N,rcp3183,,,,,bsr,y,38
6561,,,,,"Sonata for violin and piano [sound recording] ; Trio for violin, cello and piano / Robert Simpson. ",1960002,33061933,MUSICAL SOUND RECORDING,"Simpson, Robert, 1921-1997. ",Y,N,,,,,,bsr,y,54
6562,,,,,"Sonata in A for violin and piano, op. 13. Sonata in E minor for violin and piano, op. 108 [sound recording]. ",621354,6189774,MUSICAL SOUND RECORDING,"FaureÌ, Gabriel, 1845-1924. ",Y,Y,,,,,,bsr,n,54
6563,,,,,"Sonata in A major [sound recording] / Franck. Sonata, op. 36 / PierneÌ. ",2099431,32171829,MUSICAL SOUND RECORDING,"Franck, CeÌsar, 1822-1890. ",Y,Y,,,,,,bsr,y,
6564,,,,,"Sonata in A major, op. posth. (D. 959) [sound recording]. ",520205,3464965,MUSICAL SOUND RECORDING,"Schubert, Franz, 1797-1828. ",Y,Y,,,,,,bsr,n,70
6565,,,,,Sonata in A major. [sound recording]. ,3300799,7093773,MUSICAL SOUND RECORDING,"Franck, CeÌsar, 1822-1890. ",Y,Y,,,,,,bsr,y,20
6566,,,,,"Sonata in A minor, D. 821 [sound recording] / Schubert. MaÌrchenbilder : op. 113 ; Adagio & allegro, op. 70 / Schumann. Kol nidrei : op. 47 / Bruch. KonzertstuÌck / Enesco. ",1708816,83632532,MUSICAL SOUND RECORDING,"Bashmet, IÍ¡UriiÌ. ",Y,Y,,,,,,bsr,n,15
6567,,,,,"Sonata in A minor, K. 310 ; Fantasy in C minor, K. 396 ; Rondo in A minor, K. 511 ; Variations on a minuet by Duport, K. 573 [sound recording] / Mozart. ",2100420,11022967,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,n,2
6568,,,,,"Sonata in A minor, for violin and piano, op. 137, no. 2 [sound recording]. ",3301808,6142306,MUSICAL SOUND RECORDING,"Schubert, Franz, 1797-1828. ",Y,Y,,,,,,bsr,n,36
6569,,,,,"Sonata in A minor, op. 36 [sound recording]. ",287515,13634118,MUSICAL SOUND RECORDING,"Grieg, Edvard, 1843-1907. ",Y,N,,,,,,bsr,y,12
6570,,,,,"Sonata in A minor, op. 42, D. 845 [sound recording] ; Sonata in A major, op. 120, D. 664 / Schubert. ",8704481,35989093,MUSICAL SOUND RECORDING,"Schubert, Franz, 1797-1828. ",Y,Y,,,,,,bsr,y,13
6571,,,,,Sonata in B flat major ; Wandererfantasie [sound recording] / Schubert. ,1760671,503649717,MUSICAL SOUND RECORDING,"Schubert, Franz, 1797-1828. ",Y,Y,,,,,,bsr,n,6
6572,,,,,"Sonata in B flat major, K. 333 [sound recording] ; 6 variations on Paisiello's Salve tu Domine, K. 398 ; Sonata in D major, K. 311 ; Adagio in B minor, K. 540 / Mozart. ",3004638,34450369,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,n,
6573,,,,,"Sonata in B flat, D.960 [sound recording] / Schubert. Sonata in F, K.332 / Mozart. Others ... ",9018875,222054093,MUSICAL SOUND RECORDING,"Schubert, Franz, 1797-1828. ",Y,Y,,,,,,bsr,n,3
6574,,,,,"Sonata in C for cello and piano, op. 119 [sound recording]. ",519930,2998479,MUSICAL SOUND RECORDING,"Prokofiev, Sergey, 1891-1953. ",Y,Y,,,,,,bsr,n,32
6575,,,,,"Sonata in C minor, op. 19, for piano and 'cello / Sergei Rachmaninoff. Sonata, op.4 for 'cello and piano / ZoltaÌn KodaÌly [sound recording] ",2060001,20423456,MUSICAL SOUND RECORDING,"Rachmaninoff, Sergei, 1873-1943. ",Y,N,rcp3288,,,,,bsr,y,105
6576,,,,,"Sonata in D major ; Suite op. 1 in B flat major ; Sonate op. 2, no. 2 in D major ; 2 sacred cantatas ; 2 Christmas cantatas. [sound recording] / Dietrich Buxtehude. ",1644164,28076225,MUSICAL SOUND RECORDING,"Buxtehude, Dietrich, 1637-1707. ",Y,N,RECONanx2,,,,,bsr,y,71
6577,,,,,"Sonata in D major for flute and piano [sound recording], op. 94. Flute part edited by Jean-Pierre Rampal. ",287472,2904248,MUSICAL SOUND RECORDING,"Prokofiev, Sergey, 1891-1953. ",Y,Y,,,,,,bsr,n,24
6578,,,,,Sonata in D major for solo violin op. 115 ; Sonata in C major for 2 violins op. 56 / Sergy Sergeyevich Prokofiev. Praeludium in memoriam D. Shostakovich / Alfred Schnittke. Sonata for violin & piano op. 134 / Dmitri Shostakovich [sound recording]. ,1810732,24858568,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,60
6579,,,,,"Sonata in D major, op. 10, no. 3 [sound recording] FuÌr Elise. Thirty-two variations in C minor. Rage over a lost penny (Rondo a capriccio, op. 129) ",1181850,3978163,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,N,,,,,,bsr,y,67
6580,,,,,"Sonata in D, op. 53, D. 850. 16 German dances, op. 33, D. 783 [sound recording]. ",520405,3283704,MUSICAL SOUND RECORDING,"Schubert, Franz, 1797-1828. ",Y,Y,,,,,,bsr,y,65
6581,,,,,"Sonata in D, op. 53. Impromptu in G flat, op. 90, no. 3. Impromptu in A flat, op. 90, no. 4 ",2057625,6635391,MUSICAL SOUND RECORDING,"Schubert, Franz, 1797-1828. ",Y,N,rcp3183,,,,,bsr,y,57
6582,,,,,"Sonata in E minor, op. 38 ; Sonata in F major, op. 99 [sound recording] / Brahms. ",3002375,13632384,MUSICAL SOUND RECORDING,"Brahms, Johannes, 1833-1897. ",Y,Y,,,,,,bsr,n,101
6583,,,,,"Sonata in F major for cello & piano, op. 5, no. 1 ; Sonata in G minor for cello & piano, op. 5, no. 2 [sound recording] / Beethoven. ",1908056,11547324,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,162
6584,,,,,"Sonata in F minor, op. 5 ; Intermezzo in E flat op. 117 no. 1 ; Intermezzo in C major op. 119 no. 3 [sound recording] / Brahms. ",2873456,46356767,MUSICAL SOUND RECORDING,"Brahms, Johannes, 1833-1897. ",Y,Y,,,,,,bsr,n,5
6585,,,,,"Sonata in G major, for violin and piano, op. 5. Rondo, for violin and piano, op. 8 [sound recording] ",2970184,7018469,MUSICAL SOUND RECORDING,"VorÌiÌsÌek, Jan Hugo, 1791-1825. ",Y,Y,,,,,,bsr,n,35
6586,,,,,Sonata in G minor [sound recording]. ,287475,5184315,MUSICAL SOUND RECORDING,"Vivaldi, Antonio, 1678-1741. ",Y,Y,,,,,,bsr,n,8
6587,,,,,"Sonata in G minor, op. 65 [sound recording] / Chopin. Sonata in A / Franck. ",3009178,12274927,MUSICAL SOUND RECORDING,"Chopin, FreÌdeÌric, 1810-1849. ",Y,Y,,,,,,bsr,n,50
6588,,,,,"Sonata in G, op. 78, D. 894. Sonata in C, D. 840 [sound recording]. ",519790,2978918,MUSICAL SOUND RECORDING,"Schubert, Franz, 1797-1828. ",Y,Y,,,,,,bsr,n,53
6589,,,,,"Sonata in fa diesis minore per violoncello e pianoforte, op. 52 [sound recording] ; Due romanze per violoncello con accompagnamento di pianoforte, op. 72 ; Tre pezzi per violoncello e pianoforte, op. 69 / Giuseppe Martucci. ",2270703,34029252,MUSICAL SOUND RECORDING,"Martucci, Giuseppe, 1856-1909. ",Y,Y,,,,,,bsr,n,7
6590,,,,,"Sonata no 12, in F major, K. 332 [sound recording] Sonata no. 13, in B-flat major, K. 333. Sonata no. 14, in C minor, K. 457. Sonata no. 17, in D major (""Trumpet"") K. 576. ",3292358,5720485,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,n,43
6591,,,,,Sonata no. 1 for violin and piano (1945) / Henry Cowell. Sonata for piano four hands (1941) / Harold Shapero [sound recording]. ,1664633,27331756,MUSICAL SOUND RECORDING,"Cowell, Henry, 1897-1965. ",Y,N,RECONanx2,,,,,bsr,y,45
6592,,,,,"Sonata no. 1 in A minor, op. 105, for violin and piano ; Sonata no. 2 in D minor, op. 121, for violin and piano [sound recording] / Robert Schumann. ",2348379,28726262,MUSICAL SOUND RECORDING,"Schumann, Robert, 1810-1856. ",Y,Y,,,,,,bsr,n,12
6593,,,,,"Sonata no. 1 in D minor, for cello and piano [sound recording]. ",519933,2998648,MUSICAL SOUND RECORDING,"Debussy, Claude, 1862-1918. ",Y,Y,,,,,,bsr,n,17
6594,,,,,Sonata no. 1 in E minor op. 29 ; Sonata no. 2 in E minor op. 36a [sound recording] / Ferruccio Busoni. ,1971463,25371592,MUSICAL SOUND RECORDING,"Busoni, Ferruccio, 1866-1924. ",Y,Y,,,,,,bsr,n,35
6595,,,,,"Sonata no. 1 in F minor, op. 2 no. 1. Sonata no. 7 in D, op. [10] no. 3 [sound recording] ",2997477,4231644,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,29
6596,,,,,"Sonata no. 1, for violin and piano / Howard Ferguson. Sonata for violin and piano, op. 1 / Karen Khachaturian [sound recording] ",1610918,9960668,MUSICAL SOUND RECORDING,"Ferguson, Howard, 1908-1999. ",Y,N,,,,,,bsr,y,79
6597,,,,,"Sonata no. 1, in F minor, for organ, op. 65. Sonata no. 6, in D minor for organ, op. 65 [sound recording] ",1556136,2764047,MUSICAL SOUND RECORDING,"Mendelssohn-Bartholdy, Felix, 1809-1847. ",Y,Y,,,,,,bsr,n,68
6598,,,,,"Sonata no. 14 in C-sharp minor, op. 27, no. 2 : ""Moonlight"" ; Sonata no. 26 in E-flat major, op. 81a : ""Les adieux"" ; Sonata no. 21 in C major, op. 53 : ""Waldstein"" [sound recording] / Beethoven. ",705528,29270197,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,
6599,,,,,"Sonata no. 14 in C-sharp minor, op. 27, no. 2 : ""Moonlight"" ; Sonata no. 26 in E-flat major, op. 81a : ""Les adieux"" ; Sonata no. 21 in C major, op. 53 : ""Waldstein"" [sound recording] / Beethoven. ",705528,29270197,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,
6600,,,,,"Sonata no. 17 in D minor, op. 31, no. 2 [sound recording] : ""Tempest"" / Beethoven. Fantasia in C major, op. 17 / Schumann. ",2853853,83613652,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,5
6601,,,,,"Sonata no. 17, op. 31, no. 2 [sound recording] : Tempest ; Sonata no. 18, op. 31, no. 3 ; Sonata no. 26, op. 81a : Les adieux / Ludwig van Beethoven. ",1908055,17414671,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,140
6602,,,,,"Sonata no. 2 in B-flat minor, op. 35 ; Sonata no. 3 in B minor, op. 58 [sound recording] / Chopin. ",2059526,2821121,MUSICAL SOUND RECORDING,"Chopin, FreÌdeÌric, 1810-1849. ",Y,N,rcp3183,,,,,bsr,y,82
6603,,,,,"Sonata no. 21 in C, op. 53 (Waldstein) Sonata no. 31 in A flat, op. 110. Andante favori in F. WoO 57 [sound recording]. ",398423,3340915,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,31
6604,,,,,"Sonata no. 22 in F, op. 54. ",3004636,6739178,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,4
6605,,,,,"Sonata no. 23 in F minor, op. 57 [sound recording] : Appassionata ; Sonata no. 12 in A-flat, op. 26 : Funeral march / Beethoven. ",2992381,5090831,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,17
6606,,,,,"Sonata no. 23 in F minor, op. 57 [sound recording] : Appassionata ; Sonata no. 12 in A-flat, op. 26 : Funeral march / Beethoven. ",2992381,5090831,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,17
6607,,,,,"Sonata no. 3 for cello & piano/Klavier, op. 69 ; Sonata no. 5 for cello & piano/Klavier, op. 102, no. 2 [sound recording] / Beethoven. ",1703192,63154302,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,8
6608,,,,,Sonata no. 3 for violin and piano in E major [sound recording] / J.S. Bach. Sonata no. 4 in D major / George Frideric Handel. ,3313338,82870259,MUSICAL SOUND RECORDING,"Bach, Johann Sebastian, 1685-1750. ",Y,Y,,,,,,bsr,n,
6609,,,,,"Sonata no. 3 in F sharp minor, op. 23. Sonata no. 4 in F sharp, op. 30. Sonata no. 5 in F sharp, op. 53. Sonata no. 9 in F, op. 68 [sound recording]. ",287421,505743338,MUSICAL SOUND RECORDING,"Scriabin, Aleksandr Nikolayevich, 1872-1915. ",Y,Y,,,,,,bsr,n,
6610,,,,,"Sonata no. 5 in F major for violin and piano [sound recording] : (Spring), op. 24 ; Sonata no. 7 in C minor for violin and piano, op. 30, no. 2 / Beethoven. ",2853852,45952570,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,
6611,,,,,"Sonata no. 5 in F#, op. 53 ; ""White mass"" : sonata no. 7 in F#, op. 64 ; ""Black mass"" : sonata no. 9 in F, op. 68 ; Eight eÌtudes, opus 42 [sound recording] / Scriabin. ",2966775,46419098,MUSICAL SOUND RECORDING,"Scriabin, Aleksandr Nikolayevich, 1872-1915. ",Y,Y,,,,,,bsr,n,4
6612,,,,,"Sonata no. 7, in B-flat major, op. 83 [sound recording]. ",621468,46419114,MUSICAL SOUND RECORDING,"Prokofiev, Sergey, 1891-1953. ",Y,N,,,,,,bsr,y,
6613,,,,,"Sonata no. 7, in C minor, for violin and piano, op. 30, no. 2. Sonata no. 8, in G major, for violin and piano, op. 30, no. 3 [sound recording]. ",3293252,3118532,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,32
